company,region,prefecture_eng,prefecture,city,address,website,num_sake,abv_avg,abv_count,abv_std,acidity_avg,acidity_count,acidity_std,gravity_avg,gravity_count,gravity_std,lat,lon,eng_address,distance_from_coast_deg,elevation,dist_from_coast_km,abv_med,acidity_med,gravity_med,polish_rate_med,grade_med,company_eng
若戎酒造株式会社,Kansai,Mie,三重県,伊賀市,〒518-0226三重県伊賀市阿保1317,https://www.wakaebis.co.jp/,34,15.757575757575758,33,0.7084447327730927,1.6696969696969697,33,0.2157615125619727,2.863636363636364,33,2.8386636580680644,34.6690221,136.1795281,"1317 Ao, Iga, Mie 518-0226, Japan",0.3402195512010732,192.0,34.615164024095165,16.0,1.7,3.0,60.0,Junmai Daiginjō-shu,"Wakaebisu Sake Brewery Co., Ltd."
若林酒造有限会社,Chūgoku,Shimane,島根県,大田市,〒699-2511島根県大田市温泉津町小浜口73,http://www.kaishun.co.jp/,32,14.0,1,,4.5,1,,-13.6,5,39.01025506197057,35.1015391,132.3520225,"Yunotsucho Yunotsu, Oda, Shimane 699-2501, Japan",0.0055149226962556,53.0,0.5602451662514122,14.0,4.5,-9.0,60.0,Junmai Daiginjō-shu,"Wakabayashi Sake Brewing Co., Ltd."
若波酒造合名会社,Kyūshū,Fukuoka,福岡県,大川市,〒831-0008福岡県大川市鐘ヶ江752,http://www.wakanami.jp/,8,14.0,1,,1.7,1,,3.0,1,,33.2326624,130.3851109,"752 Kanegae, Okawa, Fukuoka 831-0008, Japan",0.0945529470766918,2.0,9.69073356227772,14.0,1.7,3.0,60.0,Junmai Daiginjō-shu,Wakaha Sake Brewery LLC
若清水酒造株式会社,Tōhoku,Fukushima,福島県,石川郡,〒963-8112福島県石川郡平田村北方寺屋敷18,http://www.wakashimizu.jp/,13,16.0,13,1.5275252316519468,,0,,1.6384615384615384,13,2.905322260248841,37.1911723,140.5854755,"Terayashiki-18 Kitakata, Hirata, Ishikawa District, Fukushima 963-8112, Japan",0.3755834355597496,548.0,37.72991970198654,15.0,,1.5,57.5,Daiginjō-shu,"Wakashimizu Sake Brewery Co., Ltd."
若葉株式会社,Chūbu,Gifu,岐阜県,瑞浪市,〒509-6101岐阜県瑞浪市土岐町7270-1,https://wakaba-sake.com/,18,16.9,15,1.41673669294716,,0,,,0,,35.363395,137.2578417,"7270-1 Tokichō, Mizunami, Gifu 509-6101, Japan",0.4622256671904893,157.0,46.85797105514022,17.0,,,60.0,Daiginjō-shu,"Wakaba Co., Ltd."
若関酒造株式会社,Tōhoku,Fukushima,福島県,郡山市,〒963-8846福島県郡山市久留米2-98,http://www.sake-koriyama.com/wakazeki.html,5,16.0,2,0.7071067811865476,,0,,,0,,37.3781987,140.3610035,"2-chōme-98 Kurume, Koriyama, Fukushima 963-8846, Japan",0.6620705333524135,243.0,66.41028762862317,16.0,,,,Junmai Daiginjō-shu,"Wakaseki Sake Brewery Co., Ltd."
英君酒造株式会社,Chūbu,Shizuoka,静岡県,静岡市,〒421-3101静岡市清水区由比入山2152,https://eikun.co.jp/,14,15.714285714285714,14,0.4258153136263203,,0,,,0,,35.1294091,138.556266,"2152 Yuiiriyama, Shimizu Ward, Shizuoka, 421-3101, Japan",0.0280319641815484,82.0,2.847184706773777,15.5,,,57.5,Junmai Daiginjō-shu,"Eikun Sake Brewery Co., Ltd."
茨木酒造合名会社,Kansai,Hyōgo,兵庫県,明石市,〒674-0084兵庫県明石市魚住町西岡1377,https://rairaku.jp/,15,16.4,15,1.5023790657297025,1.5166666666666666,6,0.0752772652709081,4.142857142857143,7,1.0690449676496976,34.6897628,134.8973587,"Nishioka-1377 Uozumichō, Akashi, Hyogo 674-0084, Japan",0.003869691429567,0.0,0.3939053063404013,16.0,1.5,4.0,65.0,Junmai Daiginjō-shu,Ibaraki Sake Brewery LLC
菊の司酒造株式会社,Tōhoku,Iwate,岩手県,盛岡市,〒020-0885岩手県盛岡市紺屋町4-20,http://www.kikunotsukasa.jp/,16,16.1875,16,1.6007810593582126,1.70625,16,0.299930547516143,3.8125,16,2.993743475984541,39.7035727,141.1561422,"4-20 Konyachō, Morioka, Iwate 020-0885, Japan",0.7781887068554376,131.0,77.08452448169449,15.5,1.7,3.0,65.0,Junmai Daiginjō-shu,"Kiku no Tsukasa Sake Brewery Co., Ltd."
菊の里酒造株式会社,Kantō,Tochigi,栃木県,大田原市,〒324-0414栃木県大田原市片府田302-2,http://www.daina-sake.net/,4,16.0,4,0.2309401076758495,1.675,4,0.0499999999999999,5.75,4,2.8722813232690143,36.8140675,140.0618725,"302-2 Katafuta, Otawara, Tochigi 324-0414, Japan",0.6389419999956919,157.0,64.27972908408341,16.0,1.7,4.5,60.0,Junmai Ginjō-shu,"Kikunosato Sake Brewery Co., Ltd."
菊勇株式会社,Tōhoku,Yamagata,山形県,酒田市,〒998-0111山形県酒田市黒森葭葉山650,http://www.kikuisami.co.jp/,14,,0,,,0,,,0,,38.8537985,139.8138421,"Yoshibayama-650 Kuromori, Sakata, Yamagata 998-0111, Japan",0.0263061315258531,49.0,2.621435531993667,,,,,Daiginjō-shu,"Kikuyu Co., Ltd."
菊司醸造株式会社,Kansai,Nara,奈良県,生駒市,〒630-0223奈良県生駒市小瀬町555,https://kikutsukasa.pro/,12,,0,,,0,,,0,,34.6648988,135.7100729,"555 Ozechō, Ikoma, Nara 630-0223, Japan",0.2983801076108983,112.0,30.361078122562592,,,,,Daiginjō-shu,"Kikuji Brewery Co., Ltd."
菊川株式会社,Chūbu,Gifu,岐阜県,各務原市,〒509-0132岐阜県各務原市鵜沼西町一丁目543番地,http://www.sake-kikukawa.co.jp/,3,,0,,,0,,,0,,35.4045196,136.9367668,"1-chōme-543 Unuma Nishimachi, Kakamigahara, Gifu 509-0132, Japan",0.3178305253902885,60.0,32.22157653356494,,,,,Futsū-shu,"Kikugawa Co., Ltd."
菊正宗酒造株式会社,Kansai,Hyōgo,兵庫県,神戸市,〒658-0046兵庫県神戸市東灘区御影本町1-7-15,http://www.kikumasamune.co.jp/,39,15.333333333333334,39,1.60317667104923,1.4,2,0.1414213562373095,2.6789473684210527,38,9.879932101056127,34.7099609,135.2583755,"1-chōme-7-15 Mikagehonmachi, Higashinada Ward, Kobe, Hyogo 658-0046, Japan",0.0096987183213515,6.0,0.9871490259941992,15.5,1.4,4.5,45.0,Junmai Daiginjō-shu,"Kiku Masamune Sake Brewery Co., Ltd."
菊水酒造株式会社,Shikoku,Kōchi,高知県,安芸市,〒784-0004高知県安芸市本町4丁目6番25号,http://www.tosa-kikusui.co.jp/,17,14.59375,16,1.845885063232992,,0,,,0,,33.5009744,133.8992701,"4-chōme-6-25 Honmachi, Aki, Kochi 784-0004, Japan",0.004899433873003,14.0,0.501582047903836,14.5,,,,Junmai Daiginjō-shu,"Kikusui Sake Brewery Co., Ltd."
菊池酒造株式会社,Chūgoku,Okayama,岡山県,倉敷市,〒713-8121岡山県倉敷市玉島阿賀崎1212,http://kikuchishuzo.co.jp/,18,15.944444444444445,18,0.7253576985527024,,0,,,0,,34.5418052,133.6667452,"1212 Tamashima Agasaki, Kurashiki, Okayama 713-8121, Japan",0.0280296293950286,1.0,2.8551401705255564,15.5,,,55.0,Junmai Daiginjō-shu,"Kikuchi Sake Brewing Co., Ltd."
菊美人酒造株式会社,Kyūshū,Fukuoka,福岡県,みやま市,〒835-0025福岡県みやま市瀬高町上庄183,http://kikubijin.co.jp/,13,15.307692307692308,13,0.7510676161988107,,0,,4.423076923076923,13,1.2557559782549623,33.1573559,130.4692031,"183 Setakamachi Kaminoshō, Miyama, Fukuoka 835-0025, Japan",0.0849792410891612,9.0,8.712750666243926,15.0,,4.0,60.0,Daiginjō-shu,"Kikubijin Sake Brewery Co., Ltd."
華泉酒造合資会社,Chūgoku,Shimane,島根県,鹿足郡,〒699-5605島根県鹿足郡津和野町後田ロ221,http://kasen1730.ocnk.net/,15,16.857142857142858,14,1.7032612545052803,,0,,2.2857142857142856,14,7.250236828265272,34.4691237,131.7681107,"Ushiroda, Tsuwano, Kanoashi District, Shimane 699-5605, Japan",0.2074022018121632,242.0,21.12724424891678,17.0,,4.5,60.0,Daiginjō-shu,Kasen Sake Brewing Limited Partnership Company
萩原酒造株式会社,Kantō,Ibaraki,茨城県,猿島郡,〒306-0433茨城県猿島郡境町565-1,http://www.tokumasamune.com/,14,14.928571428571429,14,0.6157279262148818,2.75,12,4.228098648543833,1.0714285714285714,14,4.122439265108159,36.1084158,139.7950318,"Sakai, Sashima District, Ibaraki, Japan",0.4558776857980176,14.0,46.04294887050279,15.0,1.4,2.75,57.5,Daiginjō-shu,"Hagiwara Sake Brewery Co., Ltd."
萬年亀酒造株式会社,Kyūshū,Fukuoka,福岡県,久留米市,〒830-0105福岡県久留米市三潴町草場68-4,http://www.mannengame.info/,10,15.5,1,,,0,,,0,,33.2619627,130.4502802,"68-4 Mizumamachi Kusaba, Kurume, Fukuoka 830-0105, Japan",0.1486932967537577,3.0,15.23609818901822,15.5,,,,Daiginjō-shu,"Mannenkame Sake Brewery Co., Ltd."
萱島酒造有限会社,Kyūshū,Ōita,大分県,国東市,〒873-0513大分県国東市国東町綱井392-1,http://www.nishinoseki.com/,30,15.862068965517242,29,0.8334154310955477,1.2724137931034485,29,0.1442877871382099,-1.0517241379310345,29,4.4024036202361065,33.5253756,131.7257763,"392-1 Kunisakimachi Tsunai, Kunisaki, Oita 873-0513, Japan",0.0078414331977517,11.0,0.8026739321899192,16.0,1.2,-1.5,60.0,Junmai Daiginjō-shu,"Kayashima Sake Brewery Co., Ltd."
葛城酒造株式会社,Kansai,Nara,奈良県,御所市,〒639-2321奈良県御所市名柄347−2,http://www.hyakurakumon-sake.com/,20,15.966666666666663,18,1.5185132047305934,1.5799999999999998,15,0.2808151400069854,3.0,15,7.201190377787748,34.437964,135.7157187,"347-2 Nagara, Gose, Nara 639-2321, Japan",0.3241539794176766,158.0,33.01865014706607,16.05,1.5,3.0,58.0,Junmai Daiginjō-shu,"Katsuragi Sake Brewery Co., Ltd."
蔵王酒造株式会社,Tōhoku,Miyagi,宮城県,白石市,〒989-0253宮城県白石市東小路120-1,http://www.zaoshuzo.com/,19,15.321052631578947,19,2.1209481494443896,1.7470588235294118,17,1.114179993907416,-1.0526315789473684,19,16.78780537642503,38.003988,140.6213515,"120-1 Higashikōji, Shiroishi, Miyagi 989-0253, Japan",0.2972965705195546,51.0,29.743912049207346,15.0,1.5,3.0,65.0,Junmai Daiginjō-shu,"Zao Sake Brewery Co., Ltd."
藤井酒造合資会社,Chūgoku,Tottori,鳥取県,東伯郡,〒682-0123鳥取県東伯郡三朝町三朝870-1,http://www.fujii-sake.co.jp/,6,,0,,,0,,,0,,35.409477,133.8960701,"870-1 Misasa, Tōhaku District, Tottori 682-0123, Japan",0.1038970386030443,69.0,10.536755244779242,,,,45.0,Daiginjō-shu,Fujii Sake Brewery Limited Partnership Company
藤井酒造株式会社,Chūgoku,Hiroshima,広島県,竹原市,〒725-0022広島県竹原市本町3丁目4-14,http://www.fujiishuzou.com/,30,17.176470588235293,17,0.8828430011649196,1.92,10,0.2043961295567453,9.05,10,2.650471656139714,34.3471616,132.9086063,"3-chōme-4-14 Honmachi, Takehara, Hiroshima 725-0022, Japan",0.0325614500673772,6.0,3.319862914045138,17.0,1.9,9.5,60.0,Junmai Daiginjō-shu,"Fujii Sake Brewery Co., Ltd."
藤娘酒造株式会社,Shikoku,Kōchi,高知県,四万十市,〒787-0022高知県四万十市中村新町4-5,http://shimanto-fujimusume.com/,11,16.045454545454547,11,1.2339883600452937,1.4272727272727277,11,0.1848832555474351,-1.0909090909090908,11,12.053667868782062,32.9966465,132.9361858,"4-chōme-5 Nakamurashinmachi, Shimanto, Kochi 787-0022, Japan",0.0661682273218242,11.0,6.789425080969988,16.0,1.5,5.0,60.0,Daiginjō-shu,"Fujimusume Sake Brewery Co., Ltd."
藤居本家,Kansai,Shiga,滋賀県,愛知郡,〒529-1303滋賀県愛知郡愛荘町長野793,http://www.fujiihonke.jp/,62,16.322580645161292,62,1.5761978900099154,,0,,10.0,1,,35.1842183,136.2078467,"793 Nagano, Aishō, Echi District, Shiga 529-1303, Japan",0.4917164322443523,100.0,49.889283992470205,15.0,,10.0,60.0,Junmai Daiginjō-shu,Fujii Honke
藤居酒造株式会社,Kyūshū,Ōita,大分県,臼杵市,〒875-0201大分県臼杵市野津町大字野津市213-2,http://www.fujii-shuzo.com/,11,16.081818181818182,11,1.635737253851108,1.1090909090909091,11,0.1972538742562257,-1.4363636363636365,11,10.015814767383905,33.0442012,131.6940282,"213-2 Notsumachi Ōaza Notsuichi, Usuki, Oita 875-0201, Japan",0.142528160354147,77.0,14.619495385636428,16.0,1.2,1.4,70.0,Daiginjō-shu,"Fujii Sake Brewery Co., Ltd."
藤岡酒造株式会社,Kansai,Kyoto,京都府,京都市,〒612-8051京都府京都市伏見区今町672-1,http://www.sookuu.net/,24,16.82608695652174,23,0.3875533878815895,,0,,,0,,34.9351129,135.7624906,"672-1 Imamachi, Fushimi Ward, Kyoto, 612-8051, Japan",0.4257381641074244,20.0,43.25325975602417,17.0,,,55.0,Junmai Daiginjō-shu,"Fujioka Sake Brewery Co., Ltd."
藤本酒造株式会社,Kansai,Shiga,滋賀県,甲賀市,〒528-0064滋賀県甲賀市水口町伴中山696,http://f-shinkai.com/,26,16.384615384615383,26,1.3878594475500203,,0,,1.2307692307692308,26,5.7710151086802215,34.992874,136.1517018,"696 Minakuchichō Bannakayama, Koka, Shiga 528-0064, Japan",0.4455128777530088,159.0,45.247865458991896,16.0,,2.0,60.0,Junmai Daiginjō-shu,"Fujimoto Sake Brewery Co., Ltd."
藤本雅一酒造醸,Kansai,Osaka,大阪府,藤井寺市,〒583-0024大阪府藤井寺市2-1-10,http://www.fujimotosyuzou.com/,8,16.833333333333332,6,0.8164965809277266,,0,,0.3333333333333333,6,1.96638416050035,34.5684443,135.596449,"2-chōme-1-10 Fujiidera, Osaka 583-0024, Japan",0.1815268963019964,29.0,18.483325746257425,17.0,,0.0,50.0,Ginjō-shu,Masaichi Fujimoto Sake Brewery
藤村酒造株式会社,Kansai,Nara,奈良県,吉野郡,〒638-0041奈良県吉野郡下市町下市154,http://yoshino-umazake.com/natu.htm,9,,0,,,0,,,0,,34.3701615,135.7893911,"154 Shimoichi, Yoshino District, Nara 638-0041, Japan",0.4175997708450655,158.0,42.54429282180782,,,,50.0,Junmai Daiginjō-shu,"Fujimura Sake Brewery Co., Ltd."
西の誉銘醸株式会社,Kyūshū,Ōita,大分県,中津市,〒879-0112大分県中津市福島2065番地-2,http://www.yukichinosato.com/,8,15.75,8,1.5811388300841895,1.4,1,,-14.5,2,21.920310216782973,33.5649344,131.2284027,"2065-2 Fukushima, Nakatsu, Oita 879-0112, Japan",0.0419018427591071,26.0,4.288155328965089,15.5,1.4,-14.5,,Futsū-shu,"Nishinohomeijo Co., Ltd."
西内酒造,Kansai,Nara,奈良県,桜井市,〒633-0042奈良県桜井市大字下3番地,https://www.nara-tanzan.com/,10,16.0,10,1.3333333333333337,1.94,10,0.5253570214625479,-8.7,10,23.03041467277565,34.4953558,135.8516079,"3 Shimo, Sakurai, Nara 633-0042, Japan",0.441711456070569,129.0,44.971497061729686,15.5,1.7,0.75,60.0,Junmai Daiginjō-shu,Nishinai Sake Brewery
西堀酒造株式会社,Kantō,Tochigi,栃木県,小山市,〒329-0201栃木県小山市粟宮1452,http://nishiborisyuzo.com/,17,15.5,2,0.7071067811865476,,0,,3.0,1,,36.285847,139.7808441,"1452 Awanomiya, Oyama, Tochigi 329-0201, Japan",0.632528216306331,37.0,63.80682589253778,15.5,,3.0,57.5,Junmai Daiginjō-shu,"Nishibori Sake Brewery Co., Ltd."
西本酒造株式会社,Shikoku,Ehime,愛媛県,宇和島市,〒798-1112愛媛県宇和島市三間町宮野下855,http://toranoo.com/,10,16.15,10,0.8181958472422384,,0,,0.3,10,4.029061098237818,33.2908753,132.6067411,"855 Mimachō Miyanoshita, Uwajima, Ehime 798-1112, Japan",0.0712191496639436,151.0,7.297533376133777,16.0,,2.0,55.0,Junmai Daiginjō-shu,"Nishimoto Sake Brewery Co., Ltd."
西條合資会社,Kansai,Osaka,大阪府,河内長野市,〒586-0014大阪府河内長野市長野町12-18,http://amanosake.com/,30,16.405555555555555,18,1.07400965173789,1.4214285714285713,14,0.4790673173004964,-4.342857142857143,14,26.42678461438215,34.4495478,135.5699824,"12-18 Naganochō, Kawachinagano, Osaka 586-0014, Japan",0.1857214201740457,102.0,18.9212119605418,16.2,1.35,2.5,55.0,Junmai Daiginjō-shu,Saijo Joint Stock Company
西海酒造株式会社,Kansai,Hyōgo,兵庫県,明石市,〒674-0071兵庫県明石市魚住町金ヶ崎1350,http://www.soranotsuru.com/,5,16.5,4,2.0816659994661326,1.625,4,0.6075908711186061,2.25,4,6.3966136874651625,34.6938184,134.9234928,"Kanagasaki-1350 Uozumichō, Akashi, Hyogo 674-0071, Japan",0.0205284428041717,27.0,2.0895388529855903,16.5,1.45,4.5,52.5,Junmai Daiginjō-shu,"Nishikai Sake Brewery Co., Ltd."
西牟田酒造株式会社,Kyūshū,Nagasaki,長崎県,佐世保市,〒858-0904長崎県佐世保市中里町129,,1,,0,,,0,,,0,,33.2026082,129.680228,"129 Nakazatochō, Sasebo, Nagasaki 858-0904, Japan",0.0298744907465066,19.0,3.0626003411091403,,,,,Daiginjō-shu,"Nishimuta Sake Brewery Co., Ltd."
西田酒造株式会社,Kansai,Nara,奈良県,奈良市,〒632-0246奈良県奈良市都祁友田町188,http://www.morohaku.net/,8,,0,,,0,,,0,,34.5987501,135.9462413,"188 Tsugetomodachō, Nara, 632-0246, Japan",0.5305698909156326,468.0,53.98281440690337,,,,,Ginjō-shu,"Nishida Sake Brewery Co., Ltd."
西野金陵株式会社,Shikoku,Kagawa,香川県,仲多度郡,〒766-0001香川県仲多度郡琴平町623番地,http://www.nishino-kinryo.co.jp/,50,15.82,50,1.2847615517666924,1.4666666666666668,3,0.3511884584284245,3.75,4,7.544313531837517,34.1873512,133.8123666,"766-0001, Japan",0.1004189573140972,167.0,10.245116258827377,15.5,1.5,0.5,58.0,Junmai Daiginjō-shu,"Nishino Kinryo Co., Ltd."
諏訪酒造株式会社,Chūgoku,Tottori,鳥取県,八頭郡,〒689-1402鳥取県八頭郡智頭町大字智頭451,http://suwaizumi.jp/,31,16.258064516129032,31,1.6776519689829177,,0,,,0,,35.2706606,134.22837,"451 Chizu, Yazu District, Tottori 689-1402, Japan",0.2709403731520006,169.0,27.48835702536487,16.0,,,55.0,Junmai Daiginjō-shu,"Suwa Sake Brewery Co., Ltd."
谷口酒造株式会社,Kansai,Kyoto,京都府,与謝郡,〒629-2423京都府与謝郡与謝野町字与謝70-2,http://若冲.com/,2,15.0,2,0.0,,0,,,0,,35.47394,135.085421,"70-2 Yoza, Yosano, Yoza District, Kyoto 629-2423, Japan",0.1252009257256948,78.0,12.692762455048404,15.0,,,45.0,Junmai Daiginjō-shu,"Taniguchi Sake Brewery Co., Ltd."
豊国酒造合資会社,Tōhoku,Fukushima,福島県,河沼郡,〒969-6536福島県河沼郡会津坂下町市中一番甲3554,http://aizu-toyokuni.com/,40,15.85,40,1.2719861311935432,,0,,,0,,37.5604148,139.8268268,"Ichibankō-3554, Aizubange, Kawanuma District, Fukushima 969-6536, Japan",0.7060557039353734,178.0,70.74955164826858,16.0,,,50.0,Junmai Daiginjō-shu,Toyokuni Sake Brewery Limited Partnership Company
豊村酒造有限会社,Kyūshū,Fukuoka,福岡県,福津市,〒811-3304福岡県福津市津屋崎4-14-18,https://www.toyomurashuzou.jp/,8,15.625,8,1.4078859531733592,1.5375,8,0.118773493916542,0.75,8,3.6154430670982185,33.7892014,130.4628916,"4-chōme-14-18 Tsuyazaki, Fukutsu, Fukuoka 811-3304, Japan",0.0080751504199504,6.0,0.8255609956601168,15.0,1.5,1.5,64.0,Junmai Daiginjō-shu,"Toyomura Sake Brewery Co., Ltd."
豊田酒造株式会社,Chūbu,Aichi,愛知県,豊田市,〒471-0027愛知県豊田市喜多町5丁目8,https://toyota-shuzo.co.jp/Japanese-top,10,15.5,10,0.0,,0,,,0,,35.0863365,137.1629985,"Japan, 〒471-0027 Aichi, Toyota, Kitamachi, 5-chōme, 喜多町５丁目",0.2453394106844218,37.0,24.91477945869005,15.5,,,60.0,Daiginjō-shu,"Toyota Sake Brewery Co., Ltd."
賀茂泉酒造株式会社,Chūgoku,Hiroshima,広島県,東広島市,〒739-0006広島県東広島市西条上市町2番4号,https://www.kamoizumi.co.jp/,31,15.28448275862069,29,2.2572543153873865,1.5444444444444445,18,0.2064325049137546,1.138095238095238,21,1.87015405527892,34.4293073,132.7490269,"2-4 Saijōkamiichichō, Higashihiroshima, Hiroshima 739-0006, Japan",0.1436862794133716,216.0,14.64118594815247,15.45,1.6,1.0,60.0,Junmai Daiginjō-shu,"Kamoizumi Sake Brewery Co., Ltd."
賀茂鶴酒造株式会社,Chūgoku,Hiroshima,広島県,東広島市,〒739-0011広島県東広島市西条本町4番31号,http://www.kamotsuru.jp/,37,15.77027027027027,37,1.3874166371083076,,0,,0.1206896551724138,29,9.946872419809184,34.4313523,132.7464901,"4-31 Saijōhonmachi, Higashihiroshima, Hiroshima 739-0011, Japan",0.1467052659491998,224.0,14.94858557684039,15.5,,3.0,60.0,Junmai Daiginjō-shu,"Kamotsuru Sake Brewery Co., Ltd."
赤木酒造株式会社,Chūgoku,Okayama,岡山県,高梁市,〒716-0303岡山県高梁市備中町長屋43,http://www.akagishuzo.jp/,5,15.9,5,2.01246117974981,,0,,,0,,34.7870386,133.4589469,"43 Bitchūchō Nagaya, Takahashi, Okayama 716-0303, Japan",0.2978699081218233,121.0,30.29109796873588,15.0,,,65.0,Honjōzō-shu,"Akagi Sake Brewery Co., Ltd."
赤武酒造株式会社,Tōhoku,Iwate,岩手県,盛岡市,〒020-0852岩手県盛岡市北飯岡1-8-60,http://www.akabu1.com/,19,15.666666666666666,3,1.1547005383792517,,0,,,0,,39.6775134,141.1291026,"1-chōme-8-60 Kitaiioka, Morioka, Iwate 020-0857, Japan",0.8143836988638542,123.0,80.67562140968977,15.0,,,60.0,Junmai Daiginjō-shu,"Akabu Sake Brewery Co., Ltd."
赤磐酒造株式会社,Chūgoku,Okayama,岡山県,赤磐市,〒709-0821岡山県赤磐市河本1113番地,http://www.akaiwa.co.jp/,17,16.15625,16,1.028246889937756,,0,,,0,,34.7481202,134.0163629,"1113 Kōmoto, Akaiwa, Okayama 709-0821, Japan",0.1393047491820371,15.0,14.172818956544504,15.5,,,60.0,Daiginjō-shu,"Akaiwa Sake Brewery Co., Ltd."
越後・謙信SAKEまつり,Chūbu,Niigata,新潟県,上越市,,,1,,0,,,0,,,0,,,,,,0.0,,,,,,,Echigo Kenshin SAKE Festival
越銘醸株式会社,Chūbu,Niigata,新潟県,長岡市,〒940-0217新潟県長岡市栃尾大町2－8,http://koshimeijo.jp/,11,15.763636363636364,11,0.8090398349558906,,0,,4.090909090909091,11,1.136181803634036,37.4762662,138.9917354,"2-8 Tochioōmachi, Nagaoka, Niigata 940-0217, Japan",0.2731911160073728,64.0,27.40864868246859,16.0,,4.0,60.0,Daiginjō-shu,"Koshimeijo Co., Ltd."
辰馬本家酒造株式会社,Kansai,Hyōgo,兵庫県,西宮市,〒662-8510兵庫県西宮市建石町2番10号,https://www.hakushika.co.jp/,44,14.761363636363637,44,0.955331650458554,1.3642857142857143,42,0.128445544257951,1.5238095238095235,42,2.471674609949308,34.7290713,135.3355882,"2-10 Tateishichō, Nishinomiya, Hyogo 662-0943, Japan",0.0208877263546219,1.0,2.1257426611295784,14.5,1.4,1.5,70.0,Junmai Daiginjō-shu,"Tatsuma Honke Sake Brewery Co., Ltd."
近江酒造株式会社,Kansai,Shiga,滋賀県,東近江市,〒527-0022滋賀県東近江市八日市上之町9番16号,https://shigasakari.jp/,20,15.63,20,1.3545634371498283,1.6111111111111112,9,0.3855011168740125,0.6111111111111112,18,4.56507056692947,35.1115621,136.2049319,"9-16 Yōkaichi Kaminochō, Higashiomi, Shiga 527-0022, Japan",0.4663477303866149,134.0,47.33448946659076,15.7,1.7,2.5,60.0,Daiginjō-shu,"Omi Sake Brewery Co., Ltd."
近清酒造,Shikoku,Tokushima,徳島県,阿南市,〒779-1403徳島県阿南市山口町森国103-1,http://www.ca.pikara.ne.jp/irizuru/,4,16.5875,4,0.8615635012386891,1.45,4,0.0577350269189625,4.75,4,0.5,33.872778,134.5830298,"Morikuni-103-1 Yamaguchichō, Anan, Tokushima 779-1403, Japan",0.0662142687206991,22.0,6.766032158929083,16.725,1.45,5.0,55.0,Daiginjō-shu,Kinkiyo Sake Brewery
近藤酒造株式会社,Kantō,Gunma,群馬県,みどり市,〒376-0101群馬県みどり市大間々町大間々1002,http://www.akagisan.com/,27,16.0,20,0.8885233166386386,1.4611111111111112,18,0.3599655030675755,1.8888888888888888,18,5.419343230111157,36.4334046,139.2739451,"1002 Ōmamachō Ōmama, Midori, Gunma 376-0101, Japan",0.9217577759015306,184.0,92.86477851803323,15.5,1.3,3.0,60.0,Junmai Daiginjō-shu,"Kondo Sake Brewery Co., Ltd."
通宝酒造株式会社,Kansai,Wakayama,和歌山県,海南市,〒640-1171和歌山県海南市野上中449番地,http://www.tsuuhou.com/,4,17.2,4,0.957427107756338,,0,,3.0,4,0.816496580927726,34.1636169,135.2880442,"449 Nokaminaka, Kainan, Wakayama 640-1171, Japan",0.0990880872086095,52.0,10.110515258360422,16.95,,3.0,60.0,Junmai Ginjō-shu,"Tsuho Sake Brewery Co., Ltd."
通潤酒造株式会社,Kyūshū,Kumamoto,熊本県,上益城郡,〒861-3518　熊本県上益城郡山都町浜町54,http://tuzyun.co.jp/,18,16.0,18,1.5718104959867512,1.6166666666666667,18,0.3014670014133827,4.75,18,1.4975470138942315,32.6849376,130.9871365,"54 Hamamachi, Yamato, Kamimashiki District, Kumamoto 861-3518, Japan",0.3208788050725669,442.0,32.95898008623344,15.0,1.6,5.0,60.0,Daiginjō-shu,"Tsujun Sake Brewery Co., Ltd."
都美人酒造株式会社,Kansai,Hyōgo,兵庫県,南あわじ市,〒656-0424兵庫県南あわじ市榎列西川247,http://www.miyakobijin.co.jp/,24,15.877777777777778,18,0.841780714462995,1.4142857142857144,14,0.3109715368056966,3.8230769230769233,13,3.293719742720948,34.3012725,134.7734093,"247 Enaminishigawa, Minamiawaji, Hyogo 656-0424, Japan",0.0595751042077014,21.0,6.0751569538128125,15.5,1.5,3.5,65.0,Junmai Daiginjō-shu,"Miyabijin Sake Brewery Co., Ltd."
都鶴酒造株式会社,Kansai,Kyoto,京都府,京都市,〒612-8065京都府京都市伏見区御駕籠町151番地,http://www.miyakotsuru.co.jp/,6,15.916666666666666,6,1.8004629034408537,1.75,6,0.1760681686165901,2.25,6,2.274862633215465,34.936988,135.7593918,"151 Okagochō, Fushimi Ward, Kyoto, 612-8065, Japan",0.4242771457893071,18.0,43.10453870216808,15.0,1.8,1.25,65.0,Junmai Daiginjō-shu,"Tsuzuru Sake Brewery Co., Ltd."
酒井酒造株式会社,Chūgoku,Yamaguchi,山口県,岩国市,〒740-0021山口県岩国市中津町1-1-31,http://www.gokyo-sake.co.jp/,42,15.583333333333334,42,2.5849391809297355,1.705,40,0.664753665576532,-1.95,40,19.911277567222413,34.157265,132.2140827,"1-chōme-1-31 Nakazumachi, Iwakuni, Yamaguchi 740-0027, Japan",0.0271922722199342,6.0,2.7750053355876845,15.5,1.55,2.5,60.0,Junmai Daiginjō-shu,"Sakai Sake Brewery Co., Ltd."
